"","gene","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y"
"14485","VPS4B",15399,14856,14726,6700,15128,12579,7827,8684,15406,13729,11330,5311,15431,15025,15400,6379,9215,10263,9626,15390,10163,11670,10547,15009,15003,9532,15371,6851,15315,6856
"3645","DYNC1LI1",9378,11488,9437,9711,14740,12620,8782,14742,15170,8225,11579,11458,11004,13693,15069,11261,9675,14163,10617,9065,13371,15447,13798,12787,15289,10339,10644,15364,5391,10464
"11816","SHFM1",9802,14444,5591,12134,7651,9168,14956,9734,15120,10958,10621,6150,14778,8406,10034,14320,11013,14359,13374,7607,15215,14416,7503,11346,14148,14811,14778,14713,14046,13615
"9058","OAZ2",8863,11770,8197,10076,6645,13508,12107,10621,13880,11256,15120,14964,12448,8375,8451,14906,12973,10229,11719,15466,12117,12789,14525,13364,9018,6895,14240,14627,11307,14401
"14000","TTC17",7746,14196,12116,12998,7530,11755,7219,14940,9928,12692,10924,11973,15389,10004,12382,14699,7364,13184,15289,10224,15276,15277,10852,11454,11445,15430,10241,6986,15098,10246
"14179","UBE2N",10859,8026,12210,14149,7951,8519,13065,12870,12027,14817,9233,9080,14799,14120,13146,9906,8076,12202,14733,14609,5622,9932,15217,15422,15283,15066,8931,14513,8837,11704
"11701","SET",8239,12730,7322,10632,6284,11777,13538,8912,9188,11172,14937,14908,14701,8529,10807,10806,13729,12348,7564,12845,14969,12133,14829,14474,12468,8681,13016,14554,13475,15389
"15041","ZNF271P",8084,13541,12562,13813,12308,14833,14728,15432,7223,14128,14464,7657,15152,14463,14982,7399,12717,14684,8422,9568,6015,10255,4852,14444,10299,10097,11777,11942,15452,13664
"10019","POP7",15269,10720,10760,15044,12770,15468,14233,15301,10058,15122,7657,10069,12776,14879,5847,11706,8415,9616,12316,8394,14442,9345,10543,7360,13485,14727,9682,15007,14890,9091
"8805","NONO",11003,13865,14021,15352,9512,14426,12390,15428,6596,9394,15496,10262,15141,12854,7055,10304,13015,15419,6219,10323,14480,12898,6268,15285,9054,12974,7558,12165,10931,15342
"10152","PPP6R3",8657,8726,9513,15143,11326,15258,11675,10505,13503,12446,12693,10099,10787,10164,13991,15317,8211,12651,13138,15287,10164,10027,10128,14724,7778,11272,14873,10375,13629,12984
"5150","GPATCH3",11540,9985,10753,10532,14607,12089,5757,9967,14965,11466,11556,14584,9995,14027,10902,14737,8231,14806,15154,15175,14803,14409,8031,10362,11092,11083,11978,13552,11198,7768
"13326","TLK2",9433,6753,15355,15496,10603,15478,14118,13148,15124,13769,9561,15478,6794,4554,12224,14616,8968,5849,11203,7125,15311,15372,14223,8223,6680,10596,15104,14103,14507,15365
"1504","C17orf100",14974,6890,7124,10703,12656,10644,11418,11419,11647,11618,15223,14781,7828,13147,13649,12703,13510,13212,15134,10566,12513,14734,12580,13819,9033,9777,10439,12791,10190,10438
"11747","SGCB",12768,10614,11429,12807,7318,12710,5846,13808,11463,14243,13803,7795,12045,3406,10583,12552,12761,12632,13020,9077,13997,13708,14871,11573,14012,14060,14827,12938,14145,10420
"3157","DBNL",12202,13519,15290,10094,13152,5340,6691,14303,10296,8357,14477,10821,14473,10676,8960,11742,5425,13722,14483,14297,15454,7387,15068,14904,13238,13867,7918,14053,9959,15113
"1063","ATP6V0D1",14775,14738,15372,9634,14672,10522,9964,14278,15233,4409,11613,9254,13172,10651,15099,13465,12007,9672,14337,10032,9019,10776,13055,15328,7913,11596,14673,9081,5967,15021
"7393","LSM10",6808,9291,9448,9552,13195,12965,13603,14653,14796,8667,15121,13731,14558,9011,13595,12018,6868,14442,14121,5484,13835,14674,15484,8837,15461,13935,13282,12230,9863,5820
"9631","PHKB",15488,14666,15320,12978,12653,10910,15453,10046,6114,7362,9893,15317,13668,11969,10668,11275,15226,9287,8638,10626,14579,7031,13049,11390,8857,12346,10707,13936,12836,13130
"8178","MRPS34",6976,14658,15254,8386,11888,13950,12748,10831,15255,15039,14911,11262,12869,13336,8859,15149,13334,15397,15014,14476,14458,13021,9734,12955,8009,8245,7933,10667,4847,6039
"14626","WIPI2",9238,8993,15404,15128,12146,11003,11417,10672,5212,13112,10934,14444,11471,12116,7281,12326,12027,15084,15163,9917,13488,10570,14774,13695,14750,8855,8084,14911,15404,7907
"8699","NHEJ1",8174,8813,14417,11997,7736,15295,15270,15354,11916,12543,8754,13368,11151,14893,6884,15458,11357,10280,13475,4740,14998,9982,14435,6601,10723,14660,10353,14600,12268,15052
"11304","RRP1",14068,14908,10565,15493,14860,12799,9300,15402,8611,10592,12489,14518,14424,8510,6453,7838,15311,13905,10268,6067,14555,13515,13445,11350,13576,13075,9695,11127,13879,4953
"14461","VPS11",9898,9416,10971,14151,14767,5557,10528,6768,13161,6317,8850,10199,13593,14695,13823,14087,13300,7552,15456,8402,14536,11240,15220,8195,13452,15191,12397,13976,15355,14507
"2788","COX10",12511,13438,11856,3181,14541,8219,10190,6827,14905,10173,15343,9790,12830,14725,10133,14959,14919,13642,14397,9224,13799,13518,11652,15217,9558,13628,14740,9080,4418,14168
"8430","NADK",10831,15029,15067,12540,12710,12343,15374,12246,11046,7569,7031,11180,12871,14919,13260,14572,10958,15361,10911,8090,10098,13666,9727,12433,11761,13337,11311,9192,9886,10265
"12869","SUV39H1",12373,12401,14866,9755,15475,13009,11016,11965,6162,14074,15418,7526,13899,14799,9211,11959,14342,9524,9369,15387,7794,9608,7185,15166,15452,15204,4697,12110,14469,11369
"10124","PPP2R1A",13421,10949,14624,9108,13279,15436,10570,11824,9089,15297,11216,9359,13165,9834,13701,11161,8967,14161,12854,8915,8925,10815,9499,12307,13315,14835,11106,10870,13522,13474
"13341","TM2D3",14897,9594,9975,14353,15026,9866,13312,9847,12672,8017,12435,14486,14837,15446,11515,8854,13458,5138,15409,11754,14899,6832,15075,9447,14895,15352,7622,10522,14825,5240
"1080","ATP7B",9005,12114,8990,11043,14528,10390,10946,14506,12743,10931,14281,11978,13125,8742,14752,6875,13517,11013,10787,11566,13558,14217,13183,6639,13996,9629,13657,14527,10722,13688
"14297","UQCRB",15459,11960,3457,6781,10851,13704,8438,6477,13621,11137,14019,13651,15466,11872,5396,15266,13328,10025,10955,12605,10010,14964,15431,14713,13682,7962,13819,12351,13668,14639
"7973","MLH1",13721,10069,7772,14979,9586,13011,5612,6771,13423,13907,9471,14800,7406,14518,14839,15374,12427,14740,12535,13465,6256,12022,12480,8535,13833,13938,14374,9984,12199,13673
"9845","PLGRKT",12937,11565,13734,8796,12858,13926,11865,15235,8303,14443,10379,12687,12715,14979,13386,14321,11832,11529,10305,13399,13008,13502,10695,11786,5058,7359,13871,13499,3361,14389
"2046","CCNK",10439,14072,7974,15328,13199,12249,7681,10258,14741,9244,12933,15191,10242,9680,15013,11757,8457,12389,14103,11646,14117,15007,11446,12973,10842,8903,13292,14705,7871,10012
"4281","FAM219A",15362,7493,6276,12571,11644,13574,13593,12485,12776,14993,12401,14804,4673,13696,15237,13716,12740,13638,12098,15212,15047,5524,9835,15307,8701,8680,13568,7721,10681,11719
"4249","FAM189B",14093,12687,10280,9399,10177,11105,12857,15120,10988,12774,10568,11407,9885,8795,14619,11659,14413,9193,14493,14459,12042,11077,10172,8846,14823,14818,7123,14478,10810,12642
"11422","SAP130",14751,14783,7738,14279,10704,5937,10009,8226,14851,13046,15147,11349,13699,8815,14684,14581,14433,8330,10795,11277,10590,7233,9589,7254,14838,14160,14021,15303,12574,12839
"11092","RNF219",5499,5965,9764,14669,6007,11848,14938,11054,14493,14386,14826,10168,6664,15205,11888,15009,13306,14423,5429,15011,14787,13526,5278,14755,14111,14478,13892,7335,13883,13258
"13047","TBCCD1",13454,7389,4938,14791,14403,11590,14799,6626,5098,12019,11634,10633,10079,14015,14116,12732,15386,14072,14332,5196,14771,13864,15056,12587,6500,12801,10593,13352,14562,14492
"14380","UTP14C",15145,14548,9702,13720,13966,13274,14147,14717,10795,10840,9591,9725,15229,9565,14750,11506,5011,9791,15212,12260,7895,8884,14949,14243,6263,6884,15323,10485,15200,12262
"11720","SF3A3",10378,14265,12680,7332,7680,15430,15458,10846,15202,15401,9403,12543,12590,13531,14151,8889,8453,15037,11260,9232,8824,11768,15206,10081,8887,15363,15363,8512,14063,8089
"4124","F8A1",13085,14156,11596,12789,13045,15128,3057,10302,11594,13784,14297,12382,8147,4495,14354,8675,14236,13866,14225,11290,14399,14074,14439,13906,12541,12246,8284,14611,6233,10734
"14106","TXNDC12",10801,13173,9986,12281,8555,14992,10441,14898,9347,8755,14604,8360,15345,14744,14694,8392,14510,12034,12141,9324,13094,14713,12491,13994,7958,13142,10393,9185,14487,9180
"5880","IFNAR2",14039,11945,15198,15189,14971,9977,13771,6266,10109,10068,8302,15173,13788,6061,14091,7374,14804,6850,7224,14358,10052,15278,15093,14007,12066,11978,11985,9845,11558,14610
"7646","MAZ",7082,11747,14430,12520,6241,14235,15474,13766,12460,15020,11219,11480,11657,8693,10471,7650,10661,14354,9440,9564,14383,13681,9257,14069,10834,12550,15129,11247,11589,15145
"8973","NUCB2",8890,9759,14277,14557,4584,12755,5840,9074,6881,13523,10662,14877,13389,8966,9371,13297,11060,14696,15239,15216,10288,12843,10556,14454,14898,12401,13477,15086,12311,12826
"2987","CTR9",8274,12996,11492,10951,7797,13257,13250,15453,15374,15487,9680,13439,8639,8778,13763,15245,8321,15212,15020,14081,12491,8431,13493,14095,7102,8080,15428,12447,7994,10017
"7453","LYRM2",14312,11228,10043,12403,6945,14365,9912,14069,14106,13981,12328,9073,11721,12515,8583,7599,8876,12636,14625,9096,12627,13438,11468,14359,13825,12752,14134,14334,11081,9694
"10531","PYCR2",5084,13050,10057,8735,9281,11638,11397,15392,11815,15434,10513,14888,12556,15050,15383,15433,10744,13552,15293,9550,9096,15006,8698,12469,11819,11063,12972,13141,12139,4918
"4225","FAM172A",8855,8174,14625,15386,11134,13167,6466,15045,13999,14833,14086,13832,11045,14381,9661,12192,14512,11966,13546,15275,9509,8213,12622,11078,14380,12632,11494,8348,10440,5394
"10693","RANGAP1",15481,14961,12994,7504,9026,13058,7050,11529,13166,10288,9791,12911,6020,5376,15060,15228,4606,15461,15051,15034,13586,15390,14067,14690,10484,14492,9276,11621,13798,9318
"183","ACTL6A",10187,15377,13890,10910,7888,7645,11607,14361,14897,8806,13579,12735,13733,8973,10229,9014,11455,14925,11409,12950,11085,12443,15344,8974,12857,14343,10959,10242,10375,15169
"14801","ZC3H10",6890,12634,9590,15455,14779,2599,14933,8332,13706,11354,13244,10426,13696,6884,14888,14695,6164,13144,15124,10449,14325,14719,11764,12154,11234,15401,12686,6503,14941,13654
"895","ARPC4",10435,14914,15092,13603,7307,13790,7245,15347,10041,8686,15347,14053,12941,6109,14850,11411,15020,7444,5821,14779,14707,14748,10527,14987,7986,7525,14376,14980,7620,14760
"5079","GNG5",9118,9781,9553,14574,11098,13621,14939,15163,13961,6522,15099,15305,14476,12577,14461,14553,10241,7180,10587,13050,15039,15483,11720,10331,9061,8243,11045,10325,7788,11565
"4929","GET4",9512,12545,13243,14897,9679,14436,9063,9971,11735,12404,10022,14962,14177,13599,10214,11006,9848,6977,10263,15037,12413,13695,13846,10195,14581,14750,14473,10185,12707,6033
"11434","SARNP",9772,15169,4249,10540,9754,5634,14479,7333,11020,4556,11895,15287,15304,14488,7780,15334,11490,15136,14237,15396,13177,15298,15382,14899,10950,7369,9423,14257,12131,14821
"8738","NKIRAS2",13131,9167,10269,15009,14558,15055,14752,9439,12463,9775,8279,14739,11188,15388,15483,15370,12968,11431,10577,6895,11763,12396,15294,7876,7306,6866,9289,11901,12644,15311
"13695","TOP1",14556,9709,14941,12788,13950,12998,7306,15297,14177,13949,14193,8512,15314,8439,13970,7616,10485,12044,11651,13444,9342,11596,10973,10494,13564,10147,15490,11449,10067,8134
"14041","TTLL3",14338,8415,9771,12762,13529,11107,14487,13207,11342,7335,14177,9955,9369,7006,12693,15417,7939,15019,12686,13612,11377,2703,13519,10873,15350,15289,9779,15174,13317,15081
"8433","NAE1",15215,9627,8579,6092,14152,14600,8538,9219,15245,14084,15243,10027,12976,11324,6779,12571,10581,15025,9405,11352,10939,12687,15045,13341,13450,11264,14870,8670,12474,13326
"5140","GPALPP1",11493,14867,6140,11993,14815,11086,10206,11546,15305,7987,15287,9388,14316,14031,15119,10927,12491,15205,15122,14036,7689,7878,8117,13791,12705,11085,12374,9209,9860,12633
"638","ANP32E",10323,15427,10235,4894,10022,15489,12539,11203,9832,15470,14066,9109,14919,15290,13806,12549,15484,13912,13489,14916,5958,10641,12435,14523,9995,13908,7524,10737,7504,10519
"13021","TBC1D20",8318,8217,12659,13801,12470,10167,15230,13196,13303,11481,8661,12179,4392,5706,15025,14771,13013,14618,5410,13069,10186,13614,13757,11264,14878,14600,13353,12406,13936,13077
"11423","SAP18",13806,11668,5189,9675,12944,5843,14198,8827,14040,7635,7824,11917,13882,14740,6825,14069,7244,14425,15426,10913,14516,14677,11546,9081,14405,13588,14183,15164,13617,14895
"11467","SCAMP3",8773,10878,8547,12720,7354,10478,12108,14213,8574,9296,12200,15437,13411,12207,9709,15454,13602,15422,13643,6583,15301,14209,15166,12647,9195,14238,7571,11272,14222,12332
"1198","BBS4",14764,9771,10685,9354,15004,14687,14222,12408,9728,13255,14061,15389,7938,10522,4824,13730,14086,11572,12033,15343,13243,9274,12847,14186,9185,7852,9422,15357,7940,14096
"3811","EIF3H",14303,8021,10356,7972,14102,11302,13096,11823,10318,15348,10667,12732,7236,14704,5971,10982,14932,14699,15076,8661,15198,12468,14770,10741,8639,13732,10279,10212,13095,15357
"8247","MTERF3",9464,14618,11798,11865,7377,10907,14329,15227,6884,13454,6395,15154,11630,13929,6413,14447,12245,14254,14582,11061,14919,11140,11253,12948,13680,12113,9588,13715,7785,13629
"2074","CCT7",13945,9224,12926,12897,13694,14453,11745,14011,15263,15438,7032,8199,10132,11786,15401,10799,6969,8230,13149,5921,12825,15139,9025,7731,9950,10046,15498,15480,14431,15477
"7654","MBD5",10106,13646,11619,15231,10009,14904,8728,9862,10657,7594,15265,11482,15034,12347,12364,14336,15453,8609,7433,7487,10941,15371,15183,15211,8306,11238,14668,12533,10236,10965
"14808","ZC3H14",11634,15172,15061,9816,12166,13146,10471,11941,14904,15067,15291,6285,15343,10992,10545,6951,10779,15179,9613,14737,7780,9022,12373,15008,8536,15304,15067,5357,15406,8028
"11722","SF3B2",9749,14743,11569,14475,14783,8375,12854,12884,13080,15071,13030,10858,13450,10778,11745,7104,9470,14628,9580,15169,10189,8745,12129,9909,10369,8762,11205,13706,14403,14185
"13224","THAP4",13134,10553,9349,14009,13039,7393,11014,12448,13209,7300,14817,10480,12291,14986,11713,13317,14655,15169,7121,9608,7385,9897,13881,10333,13101,9092,15475,12813,14913,14518
"12273","SMURF1",12736,11427,8023,6666,14457,8296,14375,7386,14734,11052,14210,13363,14297,7699,14316,14886,11067,11606,8783,14180,9483,15121,12823,13608,14900,14965,14035,6156,8051,14325
"15065","ZNF302",10969,10892,8471,14292,15142,14981,13195,8772,5587,14081,14328,8441,13437,3191,14145,14276,10016,14457,10933,8279,13250,13702,11875,14109,9932,15046,14651,11854,15454,9272
"5411","HARS2",9599,10448,10192,14175,15349,9256,15237,8936,8474,14170,8478,14708,7868,7057,15485,11582,11577,15217,13839,9769,10227,11532,12445,13407,11919,11710,15252,15334,10486,13385
"10773","RBM12",15021,15173,7520,15403,12806,8153,14336,12773,13413,5971,14591,13336,15066,11413,9530,15158,8511,11098,14704,15051,11159,11262,14397,14645,3071,3306,14876,8949,13196,13226
"11573","SEC16A",14768,14656,14194,13443,12872,13913,8651,12333,8315,9526,14871,14546,13918,14444,10031,11394,10773,10140,6670,7795,13743,10651,9763,14578,9287,14616,6504,13994,12198,14559
"8030","MOCS2",14573,13145,5770,11122,11383,8170,14762,9842,14098,7358,9162,14161,14588,14132,5824,14861,7485,13793,14320,14640,8898,14872,14605,14345,12342,6420,14518,14328,10669,12981
"14497","VRK3",14191,7928,9970,13022,14174,6146,11645,8556,11275,6685,13283,14133,11998,14560,11827,13960,13820,13989,8121,13378,14108,13889,11905,11304,10979,6239,12254,13528,15256,15047
"11524","SCRN1",14384,12354,13707,14889,12346,9828,12842,13124,3732,14400,14222,12960,13971,8007,9002,13376,13103,13389,14270,9702,10888,7663,6273,14047,12671,14509,8440,13147,13838,12154
"6360","KDM4D",9155,8509,13584,11984,10288,5617,12065,14790,13340,13709,10501,14258,14894,13148,8743,8891,8714,14221,10174,9926,11818,14588,12981,13803,14253,10763,12950,14358,11227,14022
"14136","UBA1",11223,12871,14053,8945,15262,15469,15466,12409,8361,15368,11159,11401,15102,6656,13355,13625,11897,14667,9749,6547,8471,11029,7885,9829,15264,15466,9906,10089,11239,14519
"7809","METTL2A",9778,14842,9164,15316,13004,10724,15282,11891,12725,6818,14363,6696,15204,14190,14754,8231,13193,14837,15153,11539,6661,11979,8582,14203,14009,14931,12080,8545,6270,12323
"12648","SSBP1",11789,14402,8451,9492,8413,13415,13426,9148,12962,11759,11849,15280,12329,11190,9883,10084,15364,9905,5941,13071,11526,14034,14530,10540,13693,9714,14662,10983,14357,15107
"13212","TGIF2",14415,14491,7818,8218,12750,11489,6912,7865,15298,14700,9951,13954,14656,10774,14362,10638,12822,11418,14192,13837,14810,12969,10067,6892,11832,14648,11811,10776,14909,8026
"7599","MAPK9",14677,8057,13980,12194,12001,9401,12095,8294,14755,11553,14925,11996,8462,5580,10071,12526,5285,12669,13259,15125,13239,12730,15120,10297,8930,14394,15254,12817,13171,14480
"2620","CMTR1",15008,12739,5514,9929,13900,9253,11122,6818,14915,10788,11707,15454,9388,8766,11138,15404,10767,11379,12769,15454,14611,11206,15304,12550,11885,7351,14293,11628,11046,15424
"9172","OXSR1",12316,12108,10022,8658,14941,11786,10434,8157,8758,11414,14391,7818,13448,14280,15362,9484,14338,10249,9480,15050,10034,12135,14624,15039,15029,13800,6154,11526,11710,14987
"2067","CCT3",8476,13548,14250,6588,8289,14133,13213,15359,10932,14452,14921,6558,13863,8758,14540,11830,14270,13064,7425,14985,9807,14895,10089,14376,13212,11741,14304,7041,8973,13687
"195","ACTR6",14275,11209,13607,11856,9930,10241,13660,10690,11103,10952,14203,14827,13807,13288,9168,13488,13330,12811,11712,7968,12903,13037,14436,10897,13765,9873,12810,12092,7624,8104
"15090","ZNF343",13820,10675,15054,13856,14503,12051,14874,9324,14947,9152,9066,14264,13575,8241,9619,8072,14913,7623,8860,10555,14637,11819,15154,10062,8779,15291,12717,15114,6142,14927
"875","ARMC5",8227,11895,15336,10810,9655,7663,14237,7038,15274,14401,9877,11118,15165,13667,12243,8890,10810,13026,13996,12756,11070,7263,11015,15415,15331,14017,15036,9787,7347,15334
"4245","FAM188A",15386,13140,12760,10611,8758,13823,12389,9602,11286,15415,14369,13179,12055,9830,13103,15361,7802,14168,15436,12462,5979,6432,15198,13333,7173,9786,10809,12760,10879,14448
"8781","NOA1",14847,15410,13391,14607,13139,15230,8741,9622,8995,9360,13741,14303,12831,6362,12111,11638,14000,10296,7968,15036,13790,8728,6017,15330,7552,11270,13453,14939,10689,14345
"1359","BRD9",8519,5913,9520,10352,7170,12130,14045,9536,14706,14293,15334,13737,9365,12661,12178,7937,15084,9823,15025,15182,8567,15020,12629,15187,13872,10975,13934,15120,11854,8098
"12037","SLC30A5",14708,8764,13009,15074,14924,14345,7990,15226,14833,15153,10461,12266,7925,7171,15335,15297,4156,9578,12767,15163,10619,12734,10566,9542,6570,10384,14805,10250,14655,13528
"11885","SKIV2L",13462,6357,7888,13781,12079,7167,12986,11682,13657,15125,13731,14385,13981,14584,9030,11721,9428,13594,14718,8347,13516,9829,14393,14263,9591,8327,13389,9221,13732,13866
"2970","CTDSP2",15354,9739,14470,14872,13892,14468,9929,14780,10471,12280,11531,15057,10082,7199,13069,13454,14518,9876,12836,8927,11475,10280,11911,8906,9909,10729,11277,12772,8427,15353
"10025","POT1",14214,15421,14504,7928,10440,14980,14960,7722,14826,15277,8982,10645,14883,8143,11317,9232,10103,8070,10097,15403,10522,14439,12292,13133,15010,8788,13613,8254,13281,11366
"3654","DYRK1A",14091,11019,6107,7291,11537,5850,13606,7250,15369,6873,14824,12570,14550,10196,15238,13962,14731,9816,12492,14317,14260,15296,14262,14320,15094,9417,11195,12273,10846,9212
"11321","RSL1D1",15016,11723,7571,5145,14938,9781,8254,9230,15357,14790,13547,14442,14762,10069,10606,11631,15287,12128,14843,6329,10065,15295,14444,11743,8461,15192,15493,9034,14186,8542
"7643","MAU2",14922,14967,15176,10896,11252,10735,14379,15406,9945,8295,15434,11908,12584,14636,9563,14769,8980,10167,9975,12397,14746,8643,14972,14465,7263,11628,6086,15383,9867,8526
"11994","SLC25A4",8965,10406,9228,14154,14463,14659,15359,14229,14868,8920,15032,13664,7980,13645,5807,12992,11014,13958,7114,8391,6625,9821,12748,14735,14689,14840,14949,11619,14078,9064
"8739","NKRF",8715,15412,12493,7268,10780,8841,15413,13279,9949,14878,15211,8689,15029,12402,12540,10106,15460,14197,15070,13879,6788,8556,6721,15357,13856,15346,9781,9058,12372,10580
"14968","ZNF146",13166,9491,10376,12325,9917,10944,13981,14592,15256,9508,14221,9620,10812,11967,15493,12659,10258,9088,15488,12098,9533,11303,15446,13869,4060,6833,14485,11210,15426,14602
"10277","PRPF4B",10802,11303,6460,14703,11529,12308,13793,12334,15057,8762,14759,10248,14228,13937,7372,11629,13447,12451,13274,15139,12291,9582,13125,14691,7095,7033,15312,8014,13369,14004
"14211","UBQLN2",8826,11582,14958,8474,12151,14721,7815,11409,12271,12982,11752,14575,11784,13330,11591,13576,13905,13334,15348,7612,14199,12417,14116,8353,9561,14964,10428,9989,15158,6870
"8281","MTO1",12889,14345,15279,15065,10931,14552,15459,9982,9799,14083,11285,8186,15245,8894,9255,14865,12161,14491,9872,14095,9006,12500,7867,10713,9960,11229,6751,13674,12070,13628
"4019","ERMARD",14413,10785,8194,12304,9934,13872,15473,10989,14770,12472,11891,13033,5288,5284,8008,13786,13868,14776,8738,14947,7556,14629,11986,11931,14920,11464,14375,15242,10074,13164
"686","AP5S1",14574,15487,13931,6051,11055,14985,10625,15198,12849,15037,11852,9927,13102,5129,15490,10187,3227,9376,12448,15319,15288,15029,11004,13901,14104,10360,15039,9918,9443,8264
"1362","BRF1",10398,14000,8959,6951,11277,10998,10862,15013,12457,14557,15412,14402,14035,7427,12552,14584,6964,5977,10262,14287,15400,9983,15433,12397,14643,14223,14461,11001,6761,12535
"13593","TMPO",11258,13647,14664,6290,10492,10523,8615,12580,9753,10401,14793,8754,13166,8024,6573,14917,12352,14182,14120,13895,13957,7723,14107,14582,8406,15236,15426,14693,14930,10162
"8896","NRBP2",14182,14838,12716,13698,14778,14317,11304,10677,10331,8632,14124,15380,15160,9777,7412,13714,13146,11749,13820,13178,13681,6681,13050,8014,11391,13586,12092,13705,4824,8294
"12884","SYAP1",15428,12703,14071,14927,11167,8861,9297,10553,14298,10652,15432,15368,11955,15455,10744,10482,13356,4156,5844,10344,15244,11034,14991,14440,11083,10009,7974,10171,14640,13574
"5069","GNB2",11734,15186,15443,9847,15339,15355,12616,9159,15198,14162,15172,8464,13213,14630,12781,8931,7938,14746,8679,13826,7621,9068,10681,14945,7078,10368,14543,5304,11708,14525
"14251","UGGT1",14750,9710,7337,10303,15312,6502,15381,11524,14538,9663,10752,10912,14543,13036,7413,11845,15337,8768,11703,10579,10520,10837,15365,8256,15156,11593,15151,12012,15189,14288
"12608","SRI",10722,12779,4786,9824,11398,11060,14388,10925,11881,10980,9278,13142,13773,15391,8236,11707,14805,11144,13456,10703,15444,8544,14839,8904,14835,11781,9997,15096,14597,13873
"5332","GTF3C2",15288,15499,11520,9513,15052,7512,10603,5502,12445,9422,9237,11448,13761,11336,15369,8898,11615,10789,10454,15321,14036,11800,14673,14337,15368,10806,15433,8620,13620,9068
"3480","DNAJC9",13663,5943,10266,12482,11143,14848,11176,12035,13363,15311,13903,12219,9734,9661,12990,14432,8992,14784,8478,9227,14315,9635,9104,14962,10744,10634,13881,11745,13820,14871
"10496","PTTG1IP",3995,15018,12965,10765,4121,15324,2654,14845,7354,8403,11445,14884,12414,14325,13792,15270,12877,13148,14714,15095,15275,14303,15025,13375,7321,11635,11085,8534,13626,14788
"8758","NMD3",14454,10771,14201,9220,12035,13089,7527,12347,11378,15157,10309,8366,12654,12766,14990,8857,5691,12214,13134,11917,13902,15000,13665,13365,12633,12616,10814,12171,13110,10024
"5135","GOSR2",13632,12905,15044,10188,8292,13616,14988,7255,13245,14631,14207,11624,10951,7840,8361,9057,8712,11561,14982,14678,8279,10043,13870,12941,14252,13733,11745,13049,9797,14915
"9583","PGLS",15294,10901,7072,12658,15419,7774,14887,13881,10914,6143,13926,9899,13819,13814,14768,13604,10819,13097,10626,15086,10293,12482,15447,12785,6836,5645,14732,7900,12781,15138
"14475","VPS35",11245,10986,14507,14964,14569,9374,15307,10121,10487,8031,11587,12666,10924,15493,10350,9131,14681,10035,5209,12808,14841,7342,8916,15389,15495,15408,14495,7199,15285,11602
"9559","PFN1",13292,15131,14639,5013,10422,14455,8133,11840,9612,5761,14959,9525,14222,14774,13761,14629,11552,13831,15234,14491,11734,12614,15490,13450,6417,8768,13853,6261,13138,11451
"14628","WIZ",8827,13331,14040,14267,8375,11248,10339,10186,14683,13788,14432,13484,15408,8370,11106,8420,14331,14705,13539,7923,15074,12515,7297,12454,9706,8552,14627,12548,15174,9709
"10656","RAD51D",14392,7164,14515,8214,14383,14505,13356,8261,15320,15493,12203,8718,11258,15185,13157,5981,15018,8978,12099,9897,7624,8908,14843,12707,14797,15023,15279,10807,13580,6819
"10549","QRICH1",15237,8948,7826,9442,15078,11222,5966,7073,14116,12827,12908,9875,9898,15368,14926,8953,13700,10742,15376,13778,10469,15466,13139,13389,14748,10983,15217,10638,13698,7480
"14325","USP12",9374,12991,15266,15247,9526,12118,14628,14097,8922,15257,12772,4690,15472,11305,9996,9358,14483,7151,13390,15339,6411,11111,5971,15453,14221,15203,6218,13328,15241,13974
"3167","DCAF15",14219,14552,9168,14967,11770,13606,14824,15161,9564,14152,13673,15230,14335,12956,11815,15380,8638,8368,14217,8214,14727,7491,14243,11918,10826,11457,8583,9255,9219,6020
"10843","RCOR3",11960,9363,9147,13821,15283,14727,10839,10329,12090,12110,9921,14236,12297,10423,10608,11216,9047,14785,15366,15377,15183,14778,13605,13810,9393,14555,6176,11468,4021,12663
"10014","PON2",11991,12302,14164,10719,11558,9416,11267,7537,14039,10906,9288,11314,12922,7652,13141,8789,14748,15429,14630,11049,14778,14686,14771,14952,8713,14081,14687,6585,12329,10165
"1881","CBX1",12843,12313,10569,8337,14884,11224,15099,8273,14354,14546,12280,13091,14526,12168,7269,10966,9071,15123,13099,11623,13940,7070,14682,9243,13297,6733,14825,13910,7859,15429
"12844","SUMO1",10088,15337,12171,15132,6393,11942,11106,12810,14800,13326,10879,10927,10454,14872,3070,15091,12064,14181,14541,15410,14522,8453,15118,11020,11677,7733,7689,13709,14788,9354
"5845","IDH3B",14985,11826,11246,10047,15265,15216,14057,11476,10599,11918,10520,7341,14914,15309,10627,7931,11583,14500,13642,7219,13695,9762,10467,10569,13891,13673,12233,14210,9374,10602
"7833","MFN1",13432,14456,7729,14160,9295,14581,9321,9239,10841,14198,11719,14150,13203,6235,6983,14082,12901,14305,14039,12312,14786,12119,12628,15350,9754,5877,12696,14128,10307,13885
"10771","RBL2",7355,12347,11779,5951,5963,5006,15242,13032,14218,14756,14772,9291,14539,13793,15065,13712,14794,11950,13900,12771,12564,8000,13164,14823,13514,14067,14882,4583,13101,9861
