"","gene","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y","position.x","position.y"
"12668","SSSCA1",12945,12514,9009,14240,14423,9833,14378,10113,13641,12614,13198,10064,13980,10974,10571,14654,13601,15410,13473,9854,15354,10994,6899,14787,14920,6865,14475,15026,15262,12741
"14584","WDR60",10351,13179,5779,15152,9281,11417,13837,14257,14168,14586,13051,14460,15072,15052,12735,13603,14566,14635,14535,9850,12260,10523,10849,12397,13821,13760,13263,6002,11398,13060
"14506","VTI1A",15268,14727,8774,15075,14142,13198,15173,15189,14578,8063,10422,14651,8332,13533,13703,9167,10039,15331,14531,15180,14693,14736,14153,11245,10160,4351,10284,13622,9555,15061
"6373","KHDRBS1",15441,11425,12227,10535,15449,13774,10607,15365,13268,11325,14303,15070,12451,15297,10845,13974,12947,8853,10516,10715,15240,13370,11747,12988,9793,7851,13247,15148,11937,11265
"12529","SPIN1",14352,11498,14162,6430,13698,8118,13681,12822,11007,15247,14907,11362,12568,14338,11454,14691,13228,13395,15222,12233,13624,9408,10035,13124,15211,10890,8903,15243,11230,14900
"10644","RAD1",14669,10747,15279,12793,13857,11283,10921,11601,9265,12502,12905,7557,14039,9125,14867,11108,14210,14383,15415,14717,12716,15275,9546,12873,15276,13296,7854,8728,15198,15030
"2158","CDAN1",13631,8664,15447,9743,13874,10232,10322,8310,13471,14531,9869,11656,15449,12415,13596,14905,14015,13086,11988,14726,15001,15498,14692,13209,15045,10464,15114,13636,7683,6800
"9325","PCBP2",9561,14040,10550,12614,14899,15181,12257,12875,10135,11625,10456,15459,14905,13104,12613,11978,13060,9939,15368,15297,12032,10859,10830,14880,12239,4387,12338,14876,14594,14123
"995","ATG2A",13708,8021,8856,9006,14795,11589,15223,10404,14789,15189,13965,12828,14814,14997,15310,14304,12751,11461,15477,8673,11364,6771,14716,10894,10208,13299,13139,12469,15087,13044
"14299","UQCRC1",8419,13775,13721,15038,11752,11276,10796,13772,10281,13551,15240,15478,15083,15094,10964,12334,12439,7183,11571,13663,12093,12345,15311,15354,10660,10058,14229,9128,15123,11442
"2891","CRKL",11611,12296,15196,10028,14021,13877,8030,15109,15255,15425,11573,10227,15230,8788,15291,15137,12226,11593,13197,14931,14232,11631,8458,13322,12077,10008,15020,14668,10768,8038
"8807","NOP14",15065,15232,13911,8037,13235,15350,12423,11016,10701,9441,10906,11369,15156,13166,10490,7185,15074,13767,11331,13287,12893,14866,7887,13334,15421,13475,13821,11848,12705,14898
"13212","TGIF2",14528,9040,8547,14575,12638,8123,10604,15216,14969,15135,12500,14245,10927,14217,13885,13139,9705,14437,11342,11970,11556,13244,8290,14870,13335,12557,11728,13559,12962,15487
"13896","TRMT1L",12400,14909,14583,14797,10581,15476,14285,15416,14586,15261,8374,10624,15108,11919,14067,10058,12507,11928,15297,13361,6323,13632,9427,15242,14678,15229,4364,15392,9743,7925
"958","ASPSCR1",7327,14092,10430,8909,14340,9175,13835,14092,14908,13781,14815,14310,12054,14680,14277,13008,14934,14525,11489,13638,12149,15077,12574,8225,15350,11914,9674,12353,11524,10306
"11283","RPTOR",14509,13644,11628,13334,14385,13207,14481,10707,13107,8538,10324,15372,12152,11752,11262,9492,14985,14428,12650,14188,10598,15357,6264,14347,15420,10632,13707,13485,14290,9522
"11192","RPL28",13125,10668,12073,13899,12615,11927,13750,11848,10917,10600,9695,10082,12428,12207,14380,15166,13550,13539,13827,14658,14934,10044,15232,14115,12228,8398,13792,12221,15446,10481
"12157","SLC9A6",8746,14604,8574,9928,14922,13479,14592,14538,7013,15111,15026,11777,10777,12949,9460,11459,15195,14244,13573,14179,9413,14680,12164,14652,14953,9140,13948,14947,14242,9585
"8492","NBR1",14596,13442,10604,12920,14222,15346,13091,15449,11992,7909,14955,14155,14791,15281,10169,15050,7495,7463,12788,12702,12533,10703,15357,11655,8433,11002,15058,9898,15258,13563
"15274","ZNF615",13158,7586,14816,15410,13823,14304,9861,14174,14626,13881,14258,11019,13571,11234,13278,9789,11735,8890,13879,14609,14077,8445,12450,15430,13651,5065,14541,14605,14906,10816
"11557","SDHC",9650,7756,15230,14112,15335,12970,12548,9691,15320,15336,14988,15396,11103,14001,14044,11099,13898,10500,8803,14972,13543,8067,9082,7125,15372,10817,13245,15309,14623,13966
"12390","SNX17",14708,8691,14176,14523,15222,8673,10962,15442,15309,14303,11394,14948,13790,10991,15114,9286,10598,15421,11416,13781,5866,11922,11473,14495,15009,9673,10114,15296,14714,10636
"10639","RAC1",8799,11602,12186,13600,15098,14998,9084,11690,14674,15173,8751,11258,12890,15267,14301,15078,11713,7821,13657,15392,13834,8800,14979,15088,11828,5418,15171,9409,15086,15410
"705","API5",13249,15125,11483,9510,13881,12740,14630,15312,10024,9023,13014,14759,14877,10221,8030,12103,8848,10823,15460,14755,15235,10796,13576,12378,11217,12918,12048,12532,14193,15411
"3802","EIF2S3",6209,15230,15398,10818,14581,13844,12585,13754,14824,15233,14567,15243,15401,9593,15136,9999,14906,9526,15457,15365,6791,9311,11146,13472,13232,10972,9218,12197,11253,12938
"14106","TXNDC12",14754,9795,14689,14913,9596,14254,14989,8894,10306,14558,9856,15174,14713,15106,10886,9713,9912,14225,12729,13493,9558,11959,9263,11336,11376,14866,11854,15144,15051,15300
"7466","LZTR1",13576,11818,13981,11960,6599,9284,11985,10624,14559,10279,14531,11244,13945,15431,14768,14858,11811,7216,14397,13929,15185,14940,14400,14230,7723,10729,15122,13731,14938,10478
"5657","HNRNPU",10227,15222,11089,12257,15221,15004,8661,10694,13574,14482,13634,15121,12793,15149,14863,10566,13579,10543,15135,12450,15299,14832,6322,13337,10770,8865,13065,14183,10401,11113
"9979","POLR2G",13279,11136,14953,13332,15435,14633,14822,14417,8413,9078,12257,13056,13251,10839,11016,5985,15050,13718,14670,13373,7942,11976,11241,14178,12096,12684,14890,11057,14818,14959
"6001","ILF2",12275,15440,15450,11926,15489,15360,7271,9687,15449,13040,15059,12123,8852,12485,13911,14402,15263,9662,13807,14091,11974,15439,8541,11239,12705,11410,13741,14891,7526,10057
"10369","PSMD11",13349,9635,14120,12782,12471,10369,14961,13948,14750,14851,12850,10791,12544,14861,12932,15271,14738,14026,7940,9202,12114,9079,6043,13767,15427,11406,12707,14141,12282,15245
"15019","ZNF234",13963,15174,15004,15312,9124,15085,14616,8920,9810,13513,10162,14625,12376,10064,9313,13238,14588,9245,14486,7463,9414,11799,15175,15216,11326,12561,13110,15057,14577,14306
"12503","SPCS2P4",14861,14550,8161,14173,15473,14922,15457,15477,9374,11399,14463,9279,10248,12773,12297,12167,9695,14034,14841,8920,15476,14927,9530,12432,11895,11671,9848,12836,15438,12056
"2583","CLPTM1",15045,13157,12549,10013,11094,14610,12045,14107,8960,15114,10235,12252,12368,8062,9538,12822,14071,15430,9110,13134,15102,15001,12943,13166,14902,5792,15094,13013,15170,14834
"10345","PSMA4",14726,8523,14860,13593,14855,9836,13797,11152,13323,11040,13268,14192,11240,11997,12376,8144,12371,15000,11175,14449,8006,10722,12910,14219,14895,15331,15118,13374,10696,13634
"7357","LRRC47",14968,12697,12831,11128,10891,15201,12670,9292,9029,13296,10333,15346,15410,15499,11690,9436,12657,14386,11783,15137,8397,14721,9994,12028,15304,14550,14979,11335,15126,8788
"7797","METTL14",12806,14717,14691,10461,14466,10947,12744,15272,8637,15154,14699,13254,15031,15356,9409,11809,14891,15201,15136,10083,15273,9707,9697,13510,15112,7755,5959,15122,8233,13825
"12909","SYNJ1",15020,10321,12086,14574,14944,14034,14458,15009,10607,8041,11635,13299,15254,10926,12035,11301,8799,10312,14661,11643,15447,15422,10027,13214,8222,14992,12281,10480,14835,15095
"10797","RBM42",10860,9398,15266,13457,13782,6791,11244,14988,15475,11281,9730,13576,11573,12064,15404,13132,14877,12549,11532,14421,10819,8636,12012,13087,15458,13976,12170,12531,13642,15268
"8497","NCAPD2",8855,12087,10439,12517,13056,15492,12276,13107,12422,14430,11889,15194,13811,14656,14384,8409,9611,15104,15047,14340,4780,14935,14790,12795,13767,15014,11468,11426,15178,7723
"10426","PTGES3",14428,9025,13669,13219,12268,8882,13975,15055,11904,11672,15017,12534,14746,11148,10891,14374,15043,8959,14171,14683,12625,14770,11741,13619,10636,11084,9978,14962,14807,9150
"14","AAMP",14169,15302,13790,9946,15283,13145,9874,15079,15168,11432,15469,9796,11226,11217,13179,15417,10152,10280,11673,15464,15384,15318,9197,9043,12246,12459,15437,11800,10665,10445
"2896","CRNKL1",14080,11672,9102,8837,10667,12275,15225,13670,9793,9678,9172,14582,15422,14862,8889,13134,14462,15166,14871,14894,15256,11276,11333,12893,12144,9164,15194,11089,14910,15347
"9058","OAZ2",13782,7314,15031,12851,13775,13162,11375,10123,14082,14471,14379,13715,11344,14676,13881,8950,9484,15264,12269,14061,7362,10818,14832,10276,15364,8581,14421,14227,14989,14260
"5291","GSS",11134,11017,14824,10603,11821,9412,14493,15349,12612,14738,14924,13498,13396,11834,15232,11010,12495,11943,14956,12794,7100,15411,13178,13786,11664,8012,15150,10825,14605,11308
"183","ACTL6A",10480,14758,10894,9140,15219,13120,14888,15395,8303,14629,15465,15392,15383,13602,10226,15363,15401,11626,15237,7318,15399,10917,9242,13637,10796,9837,8138,14958,9501,14929
"14539","WBSCR22",14153,9654,11767,15111,14923,8036,15117,11356,14643,11027,8703,12917,14497,13143,12847,13781,14550,9413,13829,12727,11811,13304,14602,15417,11400,8744,15283,10564,11934,14035
"13612","TMX3",11908,9754,13618,7498,9020,5438,14077,15032,15218,12781,14405,14523,11363,13317,11637,14971,15487,15228,7549,15463,14002,9109,13846,14957,15428,15434,11503,10426,14246,12058
"2674","CNTROB",13180,14013,11135,10343,12976,13317,14999,11259,9751,15107,12775,11923,13967,12034,13638,12579,14122,13479,9911,8086,14264,14803,14998,11810,12601,12046,11901,15227,13294,9771
"8129","MRPL35",12682,9864,10286,11196,9841,14442,14912,12112,15478,13517,7691,12474,15375,10940,11595,15379,12288,11994,11578,14922,14562,10935,10452,11443,15368,14931,11465,14532,13917,13155
"15100","ZNF362",15121,14282,11634,15341,14575,11790,10614,11614,7306,15143,13931,10769,11554,12801,7777,15269,14694,15433,13535,10244,15243,13455,15176,15495,10829,7113,8837,14585,14783,10385
"9005","NUMA1",9510,9613,14512,13085,6954,8097,15051,12622,13954,10270,12087,14745,15166,15172,15442,15035,15084,11331,8532,15017,14766,14447,15189,12861,11405,14526,8165,11563,13240,11906
"14075","TUBGCP3",10334,15057,12586,14372,13337,12055,12957,12123,14974,11902,14607,15462,13432,13871,9601,9455,11400,9731,14442,12997,9822,14793,13230,15231,11378,10530,9974,11811,14967,12918
"7961","MKNK1",14705,14376,11906,10610,13947,14804,11279,12273,15401,9284,10895,14227,14997,10973,14991,14048,15281,12714,13162,11419,11065,11498,15151,12772,8096,13222,14999,10399,14155,6807
"9201","PABPC4",7376,15009,10351,11790,14942,11038,15384,10718,15202,9643,9568,13022,14869,8968,13322,12436,14304,11882,12466,11494,11671,13867,13316,14716,14880,13100,13101,15424,15209,10388
"7679","MCFD2",6571,15004,13293,12531,15146,14684,13583,8473,15144,14661,15335,14363,15330,13606,15385,12033,15318,8192,12955,15131,7635,7098,11434,12831,11787,10159,15089,14135,12712,9940
"189","ACTR1B",15329,12302,11578,8330,13545,14913,15320,11551,14778,8692,13932,14096,11874,15451,15147,11214,9300,11260,15128,15049,13172,14874,14631,11321,11145,7591,10596,11673,12716,13065
"5155","GPBP1L1",15490,11057,11878,11616,9834,14649,15186,15476,15421,9586,14944,12289,14729,10360,14705,9366,15070,11446,9795,10394,12728,15381,5144,13837,10397,14351,8481,15425,15134,15427
"14717","YIPF5",14978,14910,9941,10120,12649,9609,13007,14587,9997,11148,15198,14880,8940,14821,9069,15229,9251,9474,15206,14734,15359,9790,13247,11730,13982,10612,11938,15070,15303,14842
"12971","TAF9B",6343,14786,12746,14386,6862,9879,10880,14612,9928,12898,15490,13472,15160,12242,10774,15017,15413,12512,12862,10648,15097,15426,15312,14972,14261,12978,8724,9187,11403,15379
"10356","PSMB7",14854,10313,15014,12967,9384,10688,15035,10610,15492,13779,14627,15468,10845,11172,14035,11814,15054,11936,8866,9651,13151,11308,15242,10714,14584,15312,11955,15417,13268,7128
"1213","BCCIP",11457,6758,10708,9032,15169,10187,15417,11802,14825,15023,15146,15101,15297,12998,14839,14301,12950,14801,11555,13481,11921,11129,9059,10266,13036,9250,12726,12844,13644,15002
"11002","RIOK3",8153,15410,6985,13794,11764,13738,11029,15125,14206,15457,12894,15083,15226,10784,10221,15441,8393,9172,13638,14546,15388,13107,11574,14794,10724,9323,11178,12551,14988,15210
"8798","NOL8",10876,13129,15375,13216,14998,9938,11026,14167,12735,15263,11742,15214,13333,15295,15250,15140,9616,8758,9126,13183,14916,4523,10765,12200,11390,14949,14442,8953,15222,15177
"14802","ZC3H11A",12450,15277,15433,15199,10500,14767,8543,14832,10538,14984,9918,14600,15338,15360,15273,13475,11205,5354,15264,14825,12225,12978,10645,15452,6844,8869,13485,15458,9741,11212
"12611","SRP14",14400,9403,13651,14209,8245,15399,15284,4936,14555,11507,7453,15352,13772,12080,13243,11918,14570,14558,12659,13386,6326,12621,14324,14808,13526,11152,14830,15238,11513,15156
"3670","E4F1",10998,13225,12618,10659,9766,13509,14755,15456,15220,10001,14849,13845,9225,12345,15299,14797,8237,13207,14633,14978,12973,10158,12328,6805,9749,15188,14493,15081,12003,13695
"11151","RPF1",15041,15007,14395,13752,11160,14792,10815,13457,12769,13119,14906,12859,9869,15271,10875,14937,15122,15025,15456,12175,8543,15060,8743,9037,9765,9946,11012,14386,12839,10051
"14177","UBE2M",10501,13008,14785,14980,13031,14221,14417,14555,14647,9911,13033,14780,6510,13701,12097,10370,14382,14516,15311,9095,12713,14469,15108,8958,14852,7586,11946,13512,11320,11967
"11520","SCP2",15031,15025,4350,14124,12790,12877,15411,10041,7579,12304,14071,15108,9150,12524,10335,11307,9273,14571,8948,14989,14582,9161,14672,13967,11832,15081,15404,15407,15453,14982
"4960","GID8",11534,14572,14107,10872,12435,14910,13744,11843,15437,11186,15245,10528,14374,9339,14680,12667,14357,11039,14538,15402,11140,15094,8922,13828,9720,14867,12783,8732,11494,10970
"13191","TFE3",6446,9792,12694,14468,7829,5275,11853,15368,14986,13793,14968,11400,14444,15498,15448,15265,10465,15049,13880,14841,15091,10121,13520,14947,14121,11560,10113,6541,15391,15236
"3351","DHX32",7755,14918,12301,7246,9157,15224,14820,15227,15060,15187,7464,15460,11951,13878,8498,11648,15384,10318,14585,9687,15099,14592,11743,9943,10624,13796,15291,14498,14909,14245
"3171","DCAF5",10418,10555,15498,10392,13267,9875,11265,15264,15471,14452,14033,13688,11278,14917,15475,13536,13206,12098,13909,10959,11637,14219,9394,12238,12062,15134,10580,13398,11461,10872
"15422","ZNF839",15208,14833,10575,15464,15263,9719,13058,14734,15362,8714,13877,9038,9753,15382,14022,8874,15368,15124,15370,8117,10165,12690,15393,10029,15191,11599,10726,10360,14043,12522
"13308","TIPRL",10237,14198,6936,14586,14785,10666,13974,10938,11457,13603,15292,8502,14415,11888,12027,15028,14501,12607,9200,8750,14767,14187,14643,14937,13283,12234,13027,11524,13796,14592
"10064","PPIL2",14840,14916,14096,13306,13129,9852,11962,10373,7689,13350,15099,14844,14522,15033,11611,15074,10311,15435,11231,14969,13652,11949,8403,13762,11026,13186,13985,9800,10624,12592
"8414","NAA50",14608,11340,15418,12993,10030,15114,11549,12787,8391,15329,12899,11304,15129,12362,13851,10688,15383,9438,13998,13094,15443,15457,9729,13569,9456,9954,14659,10354,13215,13222
"7577","MAP4K5",9326,10685,15299,12445,15077,11480,9315,12074,11777,14848,11091,8466,14894,14895,11182,14443,15392,13528,14656,7437,13681,14769,11125,14528,15123,13849,10009,15246,10693,13440
"135","ACIN1",11860,14551,14518,8294,9290,9774,14876,8655,11025,15209,14724,10677,15357,10981,15325,10364,15125,15426,10190,10740,14634,10501,15259,13680,14987,13960,10394,10556,15204,14651
"8993","NUDT21",9983,11191,9963,12978,11853,6355,15078,12478,13186,14568,15421,13810,13584,15118,12950,15088,13907,15028,14128,9493,11592,14254,10169,12775,14993,11524,6408,12685,15096,15162
"1078","ATP6V1H",12639,13620,14097,8951,15255,14578,13915,8774,13634,14425,12469,14846,15421,12313,12391,11530,12898,14471,15014,11546,5943,13044,12288,12051,12366,15152,10507,15318,10722,10689
"14488","VPS52",15153,10950,15469,15137,11004,14281,12054,11898,15206,15421,9704,10429,15077,13747,13054,12712,12033,10655,13965,12583,14383,5598,15038,15130,10790,9333,5883,14798,15113,14299
"1019","ATP13A1",15330,12429,8900,9014,12913,14121,10094,13553,13937,15067,8865,14762,15165,13643,14969,15408,14689,13864,8540,7423,15460,13459,15150,12633,14865,15343,9568,15272,11168,5341
"9527","PES1",15067,12480,9109,11778,14037,8660,15086,14660,13615,14766,15130,10509,15321,15196,11936,8265,14336,11078,14718,13985,12541,11329,13958,13783,13965,8247,9388,8930,14400,14739
"4092","EXOSC10",9069,15427,14276,10926,9531,15131,13031,12210,8603,10506,15370,15171,14821,15460,12046,15492,15489,14320,8534,15105,14731,9779,8835,12768,12380,5314,15497,15432,15471,10318
"9946","POLA1",14554,9340,10617,13087,13218,14871,12430,14750,7812,10119,14786,11931,14921,12327,12236,9670,13358,13881,14494,12062,14575,13465,8870,14866,11021,14772,14163,10737,14306,13836
"3823","EIF4E2",9833,14028,14296,9586,15177,13180,12286,12572,14617,10188,12964,14840,13352,14473,9565,14252,14111,14928,14307,7177,13835,12821,15294,13486,12151,12415,9820,14495,13156,7995
"10218","PRKAR1A",7860,15109,14443,13389,11512,12072,10053,9225,14858,9315,14129,15228,11125,13694,14280,14870,12168,15317,15417,13762,11389,14250,8753,14382,15315,9988,12903,11383,10748,14297
"4448","FBXO3",9459,15421,10873,10960,10832,15240,13655,9251,7675,11169,14982,15465,12621,14858,9482,14740,15463,14114,9984,12112,14239,13858,15475,13812,15356,5347,11941,15397,15166,12481
"10948","RHBDD1",13467,9256,9032,13763,11628,13971,15491,7038,15163,14946,15108,12605,8783,15444,14624,12878,14679,15409,11720,7886,15363,14459,13241,11895,10959,15053,9305,9766,15418,13158
"9609","PHF10",14856,5024,10972,10368,10985,7047,9633,14844,12020,14674,15328,12701,14201,14785,14127,12734,13926,14710,10782,13875,11426,12588,10702,12727,15417,14708,14140,14980,12110,15166
"1674","C6orf203",15047,9216,8845,9446,15336,11760,11677,7019,15073,11116,12461,15251,12651,14570,14544,12949,15356,15103,12367,10660,14954,11960,14770,13796,15392,8134,12134,10784,14363,14903
"11336","RTFDC1",9395,12571,14735,13439,9347,15323,13718,5928,15311,15245,11458,14850,11641,11224,15320,10677,12452,14826,12475,11836,5639,15355,12126,14226,15374,15468,12960,14825,8899,14999
"6344","KCTD9",12638,15319,14261,11344,12687,13641,11386,12674,8261,14149,12279,15365,13300,13206,8068,14047,15454,11372,14993,8529,15279,14713,12693,12782,12713,10536,12006,15386,7963,14742
"9566","PGAM1",15392,10122,14782,13534,10639,11055,14475,14166,13892,14613,15297,15058,10599,10686,14177,14041,14729,10444,10154,15395,12267,12282,7868,11498,10680,6778,13591,15053,13172,15349
"2987","CTR9",15272,13204,14926,10222,11974,15034,11734,9176,14171,12276,15276,12001,15425,10363,15332,13815,12696,13219,14738,15294,14536,13053,8666,13803,12015,9132,13388,11411,8931,10830
"4570","FIP1L1",13001,13471,14705,11030,14864,15375,12664,14675,9431,14777,14628,10236,14584,11944,14934,14666,15192,11529,6978,13874,15286,8365,6057,12450,15344,12797,12673,15040,11832,9530
"7404","LSM8",14415,11139,14906,12513,14674,14846,12363,15486,14764,12111,14925,8619,8945,9936,13242,15083,8733,15219,14548,14413,15227,13594,8028,6655,12861,14612,15146,11918,12645,10390
"1576","C1QBP",7022,10049,10331,9092,14565,11484,12777,15292,13885,15357,15156,15100,15257,14137,13915,14005,14110,6778,12943,11734,11869,15131,9689,13620,11589,6879,14772,14969,15269,15237
"3785","EIF1AX",14712,8935,15051,10538,14690,14071,14884,13265,9463,10135,14684,10553,12164,13283,12225,10271,12357,15232,13612,15451,12286,12155,13358,11847,13916,15221,15492,10300,11712,10220
"4808","GAK",11729,6250,10630,7850,15167,11689,6912,14230,10853,15340,11632,11560,15331,15407,15286,15037,14115,10846,14361,12206,14756,12497,14945,14499,14722,10412,14543,13493,10887,14977
"13503","TMEM242",10584,7145,13842,14649,11551,12395,9346,11238,15341,10134,14228,12483,13490,14795,12130,15333,8669,12348,14116,14899,7298,13786,13402,15116,14498,15199,12797,13180,15197,13050
"9698","PIK3C3",15088,13258,9741,13060,11155,14495,15477,10732,11295,11003,7508,14472,15379,13950,11831,8637,12710,15441,13932,14587,15318,15105,12180,14275,15274,8513,8120,11589,14962,13154
"1289","BLMH",14905,11863,8544,9059,15361,14010,14323,14686,12670,10533,7095,14619,14728,15250,14270,13099,13827,14533,12881,9982,15044,10733,14032,13459,14558,9013,11622,12175,14022,11403
"3368","DIDO1",12904,15279,14012,10455,15262,12158,14572,7181,15332,13727,15446,14811,11472,15464,14771,14493,11165,13770,15449,14294,9837,10127,10119,12960,11598,8997,7366,10334,13710,15254
"14809","ZC3H15",14993,15262,15318,15201,10106,12658,10463,15303,10355,15206,10887,14692,8609,15326,13324,10800,14585,13289,12842,15413,12132,13655,10204,11814,14534,14957,13601,9921,9175,7708
"10151","PPP6R2",14485,8830,15124,12512,11663,10431,13195,10436,12272,13056,15106,11763,12318,12598,13914,15314,13381,9320,15421,14288,10688,15360,13452,13572,11225,13672,10866,13394,9819,15080
"14857","ZDHHC8",6045,14274,15177,15270,6619,10328,12077,7486,14589,12119,15075,13327,12419,14043,14109,15174,15244,15447,12460,12649,7836,14804,12711,14371,15063,12560,14171,12618,11050,13463
"2802","COX5A",10681,9310,11487,10787,15190,11756,11702,13705,12688,11467,15122,14568,15054,14930,14926,12425,12659,6050,15291,12455,15424,13763,15008,13113,11182,8122,15242,10271,13259,14972
"6685","LEMD2",14257,6528,15472,9255,13339,7205,11961,14546,11093,14865,13227,14080,10825,12338,15203,9228,13071,13624,13799,13521,7577,14468,14833,11981,13924,14726,13827,13979,14814,15073
"3012","CUL2",10219,13766,14198,10902,13233,14881,15474,9344,8940,14018,14939,12076,11407,15416,13070,9287,15468,15468,12518,11264,8946,13412,10985,12026,15498,15442,15410,10413,15374,9248
"11824","SHOC2",10733,5434,14588,14219,14552,9187,12890,13166,15396,14155,15453,14610,13045,9039,15317,14234,12738,12419,10261,12184,15254,9641,8872,14497,14838,15440,15371,14783,14742,5644
"14161","UBE2D2",12743,12081,14820,14937,15438,15454,13097,13646,14215,9571,14789,11497,13625,13985,13891,10025,14848,11061,14968,9950,14206,13464,8090,15211,11520,10935,8519,13327,8599,14281
"14000","TTC17",12151,8394,10416,14831,11947,12449,15291,7856,10335,11517,8553,13927,15396,12052,11326,11104,15109,14878,14000,11548,13327,10805,13755,15156,14746,14598,14345,15049,12464,15485
"14323","USP10",11538,15436,14586,14959,9235,11772,15137,11017,9068,14941,14827,15066,14377,14211,10315,10410,14741,12590,8205,15121,12571,8508,8238,15361,14982,15056,14160,8202,14933,13316
"429","AKIRIN2",13627,13211,10870,6401,9009,11939,13935,12068,14829,14991,9248,13368,10040,14025,12125,14477,15013,12749,14387,10634,15142,11882,14669,10421,14699,15128,12026,14455,14097,13432
"12822","SUCLA2",12093,15212,8160,14207,7921,15230,12982,11310,14421,15471,15315,7615,14574,15278,10189,15003,15480,15476,15366,9135,14738,12394,14601,15007,10026,12871,4975,11298,11209,15474
"8692","NFYC",15086,12595,9172,12017,7052,11523,10569,14986,13431,14916,15425,11562,14994,15301,12654,15127,14944,13310,11971,8025,13597,13208,11462,14548,10924,15262,15490,9165,14573,10164
"7352","LRRC41",13309,13146,11008,11508,7085,15083,14964,8910,14170,13687,9852,15324,14674,14976,14793,14828,14397,10420,7335,12627,11888,12325,8562,14469,9855,14547,14113,14502,15365,15353
"4934","GFM2",13414,11102,7769,12347,14753,15347,11281,15223,13046,15144,10884,10656,14215,15239,12665,14913,13632,15200,10794,10921,15398,12727,13042,13863,12393,12824,15475,11900,10875,6038
"11222","RPN1",15448,11009,12334,11032,6448,14992,10362,14572,14420,12546,14182,6807,15110,15375,14936,14747,13746,9968,13795,15204,14075,14962,13777,14141,8496,11800,10036,14948,8879,14970
"13368","TMCO1",15001,9590,14797,14481,11916,10291,14939,15294,15193,10837,7506,12105,14695,10925,11312,12798,15206,13008,14210,14242,12476,9999,11207,14946,13263,9624,11415,15484,11753,14646
"11017","RMND5B",14796,10099,13904,13246,11889,15426,9014,15297,8012,15419,12208,14482,13848,15198,12121,14774,15470,11103,12859,10211,15262,14891,7392,13985,10617,12595,15039,11371,8491,14200
"14563","WDR33",14441,14631,12771,9393,7763,14253,11418,11966,8156,15216,12735,11134,14068,13240,7161,15252,15009,15168,13890,15173,14592,15260,14961,8989,11570,6797,14677,14211,15278,14117
"5763","HSF1",11036,15264,8416,9744,7801,13619,13467,14659,14035,11995,13933,11660,11115,13617,15274,15412,9803,14814,15131,14812,14477,14246,10923,10512,10589,11923,14212,10352,15458,15132
"5411","HARS2",10827,10473,8822,11164,15310,9896,10858,9834,15435,11699,15466,10516,15063,14099,14506,15244,14826,13819,10311,14750,14662,7371,12109,14071,15027,13220,13508,11729,14310,14521
"3645","DYNC1LI1",12613,15290,12836,10435,9910,14805,13237,12104,15164,15227,14662,14346,5722,11532,15433,14946,15344,13942,13111,13453,13594,14337,10171,8835,15075,14125,13077,8913,10578,10710
"14482","VPS41",15054,10609,7535,9992,14757,13083,9728,12971,11508,12137,11877,14431,9158,13582,15466,13431,15257,14978,13029,14204,11109,14944,13761,12328,14785,11135,13520,15094,15270,8913
"11321","RSL1D1",13010,15487,15151,11781,14728,14889,14935,14440,12786,11833,14370,12030,10241,10892,14297,13587,12304,15309,9175,13309,9931,15125,7466,9816,14943,11847,8766,14989,11294,15019
"10875","REPS1",11866,12731,15460,13149,12870,15465,14720,15115,15439,11443,9382,7748,11620,14098,14596,10149,15241,10525,13528,9563,14364,14938,15416,12561,12589,11809,7142,14103,12818,13445
"1866","CBFB",15314,14781,14511,10935,14672,10008,10104,15131,12204,12588,14330,9941,15430,13734,7629,15292,12953,10743,11653,15035,13569,9398,14442,13110,14999,8234,11704,14664,14832,11985
"757","ARF1",12098,15283,12639,9542,13003,11832,13266,12392,15489,11323,13016,11533,12723,7509,14723,12694,13801,15490,13769,15388,15406,15453,8253,12404,14800,12209,13668,12617,10675,11031
"10698","RAP1GDS1",14740,10884,11044,13862,15083,15366,13869,14604,14358,12156,11331,11132,13481,8606,9383,14989,11525,15413,12083,12735,11451,12596,9956,13152,10942,10992,15032,15237,13883,14190
"11897","SLBP",12372,14914,12255,14110,10274,15049,11306,11781,12139,8422,13165,12037,14090,15304,11963,10312,15465,15360,14492,13138,10430,14437,14874,14361,10128,5162,13476,14674,14718,13907
"3706","EDC4",13538,11282,15092,10237,8786,11895,15242,12034,15357,14022,12334,13997,15466,10548,15041,15349,11428,14214,8761,7858,11475,13423,10852,15111,15188,13419,15215,15089,15326,6579
"12554","SPPL3",11923,15308,13595,14165,14934,14742,15360,15356,14960,11065,12972,14459,9933,15046,14565,9203,15278,15487,15106,8705,10681,9919,9497,14732,11905,7871,9074,15379,10200,12811
"10111","PPP1R37",15400,13930,13349,13799,15039,11932,11366,14748,11100,13066,14130,9035,15242,15466,12451,15464,12723,11151,8609,15210,12756,9923,15493,13660,7290,15085,11553,14946,11136,9195
